Geneid	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.3.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.4.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.2.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.3.bam	gene_name	gene_biotype
47775	ENSG00000264559	0	0	0	0	0	0	MIR3162	miRNA
47776	ENSG00000264563	0	0	0	0	0	0	MIR4633	miRNA
47777	ENSG00000264564	0	0	0	0	0	0	NA	processed_pseudogene
47778	ENSG00000264566	0	0	0	0	0	0	MIR23C	miRNA
47779	ENSG00000264569	0	0	0	0	0	1	DCXR-DT	lncRNA
47780	ENSG00000264570	2	5	3	13	0	10	SNX19P3	processed_pseudogene
47781	ENSG00000264571	0	0	0	0	0	0	MIR4529	miRNA
47782	ENSG00000264572	0	0	0	0	0	0	MIR4296	miRNA
47783	ENSG00000264573	0	6	2	2	0	0	RN7SL15P	misc_RNA
47784	ENSG00000264574	0	0	0	0	0	0	NA	miRNA
47785	ENSG00000264575	13	6	4	14	12	13	LINC00526	lncRNA
47786	ENSG00000264577	19	23	43	17	37	19	NA	lncRNA
47787	ENSG00000264578	0	0	0	0	0	0	NA	lncRNA
47788	ENSG00000264580	0	0	0	0	0	0	MIR5692B	miRNA
47789	ENSG00000264582	0	0	0	0	0	0	RN7SL326P	misc_RNA
47790	ENSG00000264583	0	0	0	0	0	0	MIR4487	miRNA
47791	ENSG00000264585	0	0	0	0	0	0	MIR4449	miRNA
47792	ENSG00000264587	0	0	0	0	0	0	NA	lncRNA
47793	ENSG00000264589	0	0	0	0	0	0	MAPT-AS1	lncRNA
47794	ENSG00000264592	1	0	0	0	0	0	RN7SL131P	misc_RNA
47795	ENSG00000264595	0	0	0	0	0	0	NA	lncRNA
47796	ENSG00000264596	0	0	0	0	0	0	NA	lncRNA
47797	ENSG00000264598	0	0	0	0	0	0	NA	lncRNA
47798	ENSG00000264603	0	0	0	0	0	0	MIR3159	miRNA
47799	ENSG00000264607	0	0	0	0	0	0	MIR3173	miRNA
47800	ENSG00000264610	3	2	0	2	5	2	MIR4685	miRNA
47801	ENSG00000264613	0	0	0	0	0	0	RN7SL290P	misc_RNA
47802	ENSG00000264614	0	0	0	0	0	0	MIR5588	miRNA
47803	ENSG00000264615	0	0	0	0	0	0	RN7SL592P	misc_RNA
47804	ENSG00000264616	0	0	0	0	0	0	MIR4755	miRNA
47805	ENSG00000264617	0	0	0	0	0	0	NA	unprocessed_pseudogene
47806	ENSG00000264618	0	0	0	0	0	0	RN7SL732P	misc_RNA
47807	ENSG00000264621	0	0	0	0	0	0	MIR5591	miRNA
47808	ENSG00000264622	0	0	0	0	0	0	NA	lncRNA
47809	ENSG00000264623	0	0	0	0	0	0	MIR4796	miRNA
47810	ENSG00000264630	0	0	0	0	0	4	PRKCA-AS1	lncRNA
47811	ENSG00000264633	0	0	0	0	0	0	MIR4271	miRNA
47812	ENSG00000264634	2	0	0	0	0	0	NA	lncRNA
47813	ENSG00000264635	3	9	8	2	2	4	NA	lncRNA
47814	ENSG00000264638	0	0	0	0	0	0	MIR3152	miRNA
47815	ENSG00000264643	0	0	0	0	0	0	NA	lncRNA
47816	ENSG00000264644	0	0	0	0	0	0	KRT18P8	processed_pseudogene
47817	ENSG00000264647	0	0	0	0	2	0	NA	lncRNA
47818	ENSG00000264653	0	0	0	0	0	0	MIR5194	miRNA
47819	ENSG00000264655	4	2	6	1	5	2	PPIAP54	processed_pseudogene
47820	ENSG00000264657	0	0	0	0	0	0	MIR3171	miRNA
47821	ENSG00000264658	0	0	0	0	0	0	MIR4798	miRNA
47822	ENSG00000264659	0	0	0	0	0	0	NA	lncRNA
47823	ENSG00000264660	0	0	0	0	0	0	NA	lncRNA
47824	ENSG00000264661	0	0	0	0	0	0	MIR3200	miRNA
47825	ENSG00000264662	0	0	0	0	0	0	NA	processed_pseudogene
47826	ENSG00000264663	0	0	0	0	0	0	KRT8P34	processed_pseudogene
47827	ENSG00000264666	2	2	8	0	3	0	NA	lncRNA
47828	ENSG00000264668	0	0	0	0	0	0	NA	protein_coding
47829	ENSG00000264672	14	1	6	1	3	0	SEPTIN4-AS1	lncRNA
47830	ENSG00000264673	0	0	0	0	0	0	NA	lncRNA
47831	ENSG00000264675	0	0	0	0	0	0	MIR4285	miRNA
47832	ENSG00000264676	0	0	0	0	0	0	RN7SL204P	misc_RNA
47833	ENSG00000264678	0	0	0	0	0	0	MIR3140	miRNA
47834	ENSG00000264684	0	0	0	0	0	0	MIR4773-1	miRNA
47835	ENSG00000264685	0	0	0	0	0	0	PRPF19P1	processed_pseudogene
47836	ENSG00000264689	0	0	0	0	0	0	NA	processed_pseudogene
47837	ENSG00000264693	0	0	0	0	0	0	NA	lncRNA
47838	ENSG00000264695	0	0	0	0	0	0	NA	lncRNA
47839	ENSG00000264697	0	0	0	0	0	0	MTL3P	processed_pseudogene
47840	ENSG00000264698	0	0	0	0	0	0	MIR4255	miRNA
47841	ENSG00000264699	2	0	8	0	2	0	LINC01912	lncRNA
47842	ENSG00000264701	0	0	0	0	0	0	NA	lncRNA
47843	ENSG00000264703	0	0	0	0	0	0	MIR4752	miRNA
47844	ENSG00000264705	0	2	0	0	0	0	NA	lncRNA
47845	ENSG00000264706	0	0	0	0	0	0	RN7SL217P	misc_RNA
47846	ENSG00000264707	0	0	0	0	0	0	L3MBTL4-AS1	lncRNA
47847	ENSG00000264712	0	0	0	0	0	0	MIR4504	miRNA
47848	ENSG00000264714	0	0	0	0	0	0	KIAA0895LP1	transcribed_processed_pseudogene
47849	ENSG00000264717	0	0	0	0	0	0	NPY4R2	protein_coding
47850	ENSG00000264720	0	2	3	1	0	0	MIR3117	miRNA
47851	ENSG00000264722	0	0	0	0	0	0	MIR3670-2	miRNA
47852	ENSG00000264725	0	0	0	0	0	0	MIR3129	miRNA
47853	ENSG00000264727	0	0	0	0	0	0	NA	lncRNA
47854	ENSG00000264729	0	0	0	0	0	0	NA	lncRNA
47855	ENSG00000264732	0	0	0	0	0	0	MIR4638	miRNA
47856	ENSG00000264733	0	0	0	0	0	0	MIR4718	miRNA
47857	ENSG00000264734	0	0	0	0	0	0	NA	lncRNA
47858	ENSG00000264735	0	0	0	0	0	0	NA	lncRNA
47859	ENSG00000264736	0	0	0	0	0	0	BDP1P	processed_pseudogene
47860	ENSG00000264737	0	0	0	0	0	0	MIR4511	miRNA
47861	ENSG00000264739	0	0	0	0	0	1	NA	lncRNA
47862	ENSG00000264741	0	0	0	2	0	0	MIR4505	miRNA
47863	ENSG00000264743	0	0	2	0	0	2	DPRXP4	processed_pseudogene
47864	ENSG00000264744	0	0	0	0	0	0	MIR3689C	miRNA
47865	ENSG00000264745	9	3	3	2	0	8	TTC39C-AS1	lncRNA
47866	ENSG00000264747	0	0	0	0	0	0	MIR3924	miRNA
47867	ENSG00000264750	0	0	0	0	0	0	NA	lncRNA
47868	ENSG00000264754	0	0	0	0	0	0	NA	lncRNA
47869	ENSG00000264755	0	0	0	0	0	0	MIR3131	miRNA
47870	ENSG00000264757	0	0	8	0	0	0	MIR3198-1	miRNA
47871	ENSG00000264760	0	0	0	0	0	0	MIR3141	miRNA
47872	ENSG00000264763	0	0	0	0	0	0	MIR4295	miRNA
47873	ENSG00000264764	0	0	0	0	0	0	MIR4772	miRNA
47874	ENSG00000264765	0	0	0	0	0	0	NA	lncRNA
47875	ENSG00000264767	0	0	0	0	0	0	RN7SL237P	misc_RNA
47876	ENSG00000264769	5	29	41	13	24	5	NA	lncRNA
47877	ENSG00000264772	14	2	0	3	0	7	NA	lncRNA
47878	ENSG00000264773	0	0	0	0	0	0	MIR4420	miRNA
47879	ENSG00000264775	0	0	0	0	0	0	PPIAP14	processed_pseudogene
47880	ENSG00000264781	0	0	0	0	0	0	MIR4537	miRNA
47881	ENSG00000264785	0	0	0	0	1	0	NA	lncRNA
47882	ENSG00000264788	0	0	0	0	0	0	MIR3148	miRNA
47883	ENSG00000264790	0	0	0	0	0	0	NA	lncRNA
47884	ENSG00000264791	0	0	0	0	0	0	NA	lncRNA
47885	ENSG00000264792	0	0	0	0	0	0	MIR4637	miRNA
47886	ENSG00000264793	0	0	0	0	0	0	MIR4771-1	miRNA
47887	ENSG00000264796	0	0	0	0	0	0	MIR5009	miRNA
47888	ENSG00000264800	0	0	3	0	0	0	MIR4294	miRNA
47889	ENSG00000264801	0	3	0	2	2	0	ERVFRD-3	transcribed_processed_pseudogene
47890	ENSG00000264802	0	0	0	0	0	0	MIR5191	miRNA
47891	ENSG00000264803	0	0	0	0	0	0	MIR378C	miRNA
47892	ENSG00000264808	2	1	0	0	1	0	NA	lncRNA
47893	ENSG00000264809	0	0	0	0	0	0	Metazoa_SRP	misc_RNA
47894	ENSG00000264810	0	0	1	0	0	0	MIR4441	miRNA
47895	ENSG00000264812	6	0	3	0	1	2	NA	lncRNA
47896	ENSG00000264813	0	0	0	0	0	0	NA	protein_coding
47897	ENSG00000264814	0	0	2	0	0	0	MIR1273C	miRNA
47898	ENSG00000264823	0	0	0	0	0	0	MIR3154	miRNA
47899	ENSG00000264824	0	0	0	0	0	0	MIR5571	miRNA
47900	ENSG00000264825	0	0	0	0	0	0	NA	lncRNA
47901	ENSG00000264829	2	0	2	0	0	0	NA	lncRNA
47902	ENSG00000264833	0	0	0	0	0	0	RN7SL468P	misc_RNA
47903	ENSG00000264834	0	0	1	0	0	0	NA	miRNA
47904	ENSG00000264837	0	0	0	0	0	0	VN1R71P	processed_pseudogene
47905	ENSG00000264840	0	0	0	0	0	0	RN7SL404P	misc_RNA
47906	ENSG00000264843	0	0	0	0	0	0	NA	lncRNA
47907	ENSG00000264845	0	0	0	0	0	0	NA	transcribed_processed_pseudogene
47908	ENSG00000264850	0	0	0	0	0	0	MIR4310	miRNA
47909	ENSG00000264853	0	0	0	0	2	0	NA	lncRNA
47910	ENSG00000264857	0	0	0	0	0	0	MIR5696	miRNA
47911	ENSG00000264859	0	0	0	0	0	0	DSG2-AS1	lncRNA
47912	ENSG00000264860	0	0	0	4	0	0	NA	lncRNA
47913	ENSG00000264862	0	0	0	0	0	0	RN7SL45P	misc_RNA
47914	ENSG00000264864	0	0	0	0	0	0	MIR3613	miRNA
47915	ENSG00000264869	0	0	2	0	0	0	NA	lncRNA
47916	ENSG00000264874	0	0	0	0	0	0	NA	processed_pseudogene
47917	ENSG00000264876	0	0	0	3	0	7	NA	lncRNA
47918	ENSG00000264879	0	0	0	0	0	0	RN7SL690P	misc_RNA
47919	ENSG00000264880	0	0	0	0	0	0	NA	lncRNA
47920	ENSG00000264881	0	0	0	0	0	0	NA	miRNA
47921	ENSG00000264892	0	0	0	0	0	0	NOS2P4	processed_pseudogene
47922	ENSG00000264895	0	0	0	0	0	0	NA	lncRNA
47923	ENSG00000264897	0	0	0	0	0	0	MIR3921	miRNA
47924	ENSG00000264901	0	0	0	0	0	0	MIR3616	miRNA
47925	ENSG00000264902	0	0	0	0	0	0	MIR5701-3	miRNA
47926	ENSG00000264906	0	0	0	0	0	0	MIR4494	miRNA
47927	ENSG00000264907	0	0	0	0	0	0	PRELID3BP3	processed_pseudogene
47928	ENSG00000264910	0	0	0	0	0	0	RN7SL525P	misc_RNA
47929	ENSG00000264911	0	0	0	0	0	0	NA	processed_pseudogene
47930	ENSG00000264914	0	0	0	0	2	0	NA	lncRNA
47931	ENSG00000264916	0	0	0	0	0	0	RN7SL230P	misc_RNA
47932	ENSG00000264920	45	36	38	12	44	39	SP2-DT	lncRNA
47933	ENSG00000264922	0	0	0	0	0	0	MIR4540	miRNA
47934	ENSG00000264924	2	2	11	13	1	1	NA	lncRNA
47935	ENSG00000264926	0	0	0	0	0	0	MIR378F	miRNA
47936	ENSG00000264930	0	0	0	0	0	0	NA	processed_pseudogene
47937	ENSG00000264931	0	1	0	0	0	2	MIR3138	miRNA
47938	ENSG00000264932	0	1	0	2	1	1	NA	lncRNA
47939	ENSG00000264933	0	0	0	0	0	1	RN7SL190P	misc_RNA
47940	ENSG00000264934	0	0	0	0	0	0	MIR4265	miRNA
47941	ENSG00000264937	2	0	2	6	0	1	NA	lncRNA
47942	ENSG00000264940	0	0	1	0	0	0	SNORD3C	snoRNA
47943	ENSG00000264941	0	0	0	0	0	0	MIR4474	miRNA
47944	ENSG00000264943	7	13	15	6	8	4	SH3GL1P2	processed_pseudogene
47945	ENSG00000264947	0	1	1	4	1	5	MIR3181	miRNA
47946	ENSG00000264954	0	0	0	0	0	0	PRR29-AS1	lncRNA
47947	ENSG00000264956	0	0	0	0	0	0	NA	lncRNA
47948	ENSG00000264958	0	0	0	0	0	0	ALOX12P1	unprocessed_pseudogene
47949	ENSG00000264961	4	2	2	3	2	3	MIR4730	miRNA
47950	ENSG00000264963	0	0	0	0	0	0	RN7SL440P	misc_RNA
47951	ENSG00000264964	13	16	11	10	5	17	TWSG1-DT	lncRNA
47952	ENSG00000264966	0	0	0	0	0	0	MIR5094	miRNA
47953	ENSG00000264968	2	3	2	0	0	0	NA	lncRNA
47954	ENSG00000264970	0	0	0	0	0	0	NA	transcribed_processed_pseudogene
47955	ENSG00000264971	0	0	0	0	0	0	PRR13P4	processed_pseudogene
47956	ENSG00000264974	0	0	0	0	0	0	MIR4789	miRNA
47957	ENSG00000264975	0	0	0	0	0	0	MIR4431	miRNA
47958	ENSG00000264978	0	0	0	0	0	0	RN7SL630P	misc_RNA
47959	ENSG00000264979	0	0	0	0	0	0	MIR4436B1	miRNA
47960	ENSG00000264982	0	0	0	0	0	0	NA	lncRNA
47961	ENSG00000264984	0	0	0	0	0	0	MIR5691	miRNA
47962	ENSG00000264985	0	0	0	0	0	0	NA	lncRNA
47963	ENSG00000264986	0	0	0	0	0	0	MIR5092	miRNA
47964	ENSG00000264990	0	0	0	0	0	0	NA	lncRNA
47965	ENSG00000264994	0	0	0	0	0	0	SNORD92	snoRNA
47966	ENSG00000264997	0	0	0	0	0	0	SNORD39	snoRNA
47967	ENSG00000264999	0	0	0	0	0	0	MIR5089	miRNA
47968	ENSG00000265000	0	0	0	0	0	0	MARCHF10-DT	lncRNA
47969	ENSG00000265003	0	0	0	0	0	0	MIR4780	miRNA
47970	ENSG00000265005	0	0	0	0	0	0	MIR548W	miRNA
47971	ENSG00000265007	0	0	0	0	0	0	MIR4327	miRNA
47972	ENSG00000265008	0	0	0	0	0	0	NA	lncRNA
47973	ENSG00000265010	0	2	2	0	1	0	NA	lncRNA
47974	ENSG00000265014	0	0	0	0	0	0	MIR3160-1	miRNA
47975	ENSG00000265015	0	0	0	0	0	0	NA	transcribed_processed_pseudogene
47976	ENSG00000265018	1	0	0	0	0	0	AGAP12P	transcribed_unprocessed_pseudogene
47977	ENSG00000265019	0	0	0	0	0	0	NCOR1P2	unprocessed_pseudogene
47978	ENSG00000265028	0	0	0	0	0	0	NA	miRNA
47979	ENSG00000265031	0	0	1	0	0	0	NA	miRNA
47980	ENSG00000265033	1	0	4	2	0	0	RN7SL262P	misc_RNA
47981	ENSG00000265038	0	0	0	0	0	0	PMM2P1	processed_pseudogene
47982	ENSG00000265041	0	0	0	0	0	0	NA	unprocessed_pseudogene
47983	ENSG00000265043	0	0	0	0	0	0	NA	lncRNA
47984	ENSG00000265046	0	0	0	0	0	0	NA	lncRNA
47985	ENSG00000265052	0	0	0	0	0	0	RN7SL622P	misc_RNA
47986	ENSG00000265055	8	0	0	2	0	0	NA	lncRNA
47987	ENSG00000265056	0	0	0	0	0	0	MIR548S	miRNA
47988	ENSG00000265057	0	0	0	0	0	0	MIR4765	miRNA
47989	ENSG00000265060	0	0	0	0	0	0	PPY2P	transcribed_unprocessed_pseudogene
47990	ENSG00000265061	0	0	0	0	0	0	NA	miRNA
47991	ENSG00000265064	0	0	0	0	0	0	MIR4692	miRNA
47992	ENSG00000265069	0	0	0	5	0	0	NA	lncRNA
47993	ENSG00000265073	0	0	0	0	0	0	NA	lncRNA
47994	ENSG00000265075	0	0	0	0	0	0	MIR3622B	miRNA
47995	ENSG00000265078	0	0	0	0	0	0	RN7SL664P	misc_RNA
47996	ENSG00000265083	0	0	0	0	0	0	MIR3691	miRNA
47997	ENSG00000265089	0	0	0	0	0	0	MIR4655	miRNA
47998	ENSG00000265091	0	0	0	0	0	0	NA	lncRNA
47999	ENSG00000265092	0	0	0	0	0	0	MIR4484	miRNA
48000	ENSG00000265093	0	0	0	0	0	0	RN7SL246P	misc_RNA
48001	ENSG00000265094	0	0	0	0	0	0	NA	lncRNA
48002	ENSG00000265095	0	0	1	0	0	2	FTLP12	processed_pseudogene
48003	ENSG00000265096	2	0	9	0	1	3	C1QTNF1-AS1	lncRNA
48004	ENSG00000265097	0	0	0	0	0	0	RBM22P1	processed_pseudogene
48005	ENSG00000265098	0	0	0	0	0	0	MIR4510	miRNA
48006	ENSG00000265099	0	0	0	0	0	0	NA	processed_pseudogene
48007	ENSG00000265100	2	0	3	2	4	4	NA	lncRNA
48008	ENSG00000265101	0	0	0	0	0	0	NA	lncRNA
48009	ENSG00000265102	1	0	1	0	0	0	MIR3942	miRNA
48010	ENSG00000265107	0	1	0	0	1	0	GJA5	protein_coding
48011	ENSG00000265110	0	0	0	0	0	0	MIR4731	miRNA
48012	ENSG00000265112	0	2	2	0	0	2	MIR3153	miRNA
48013	ENSG00000265113	0	0	0	0	0	0	NA	lncRNA
48014	ENSG00000265115	0	0	0	0	0	0	NA	lncRNA
48015	ENSG00000265118	0	0	0	0	0	0	NA	protein_coding
48016	ENSG00000265121	0	0	0	0	0	0	NA	lncRNA
48017	ENSG00000265123	0	0	0	0	0	0	RN7SL200P	misc_RNA
48018	ENSG00000265125	0	0	0	0	0	0	NA	lncRNA
48019	ENSG00000265126	0	0	0	0	0	0	NA	lncRNA
48020	ENSG00000265128	0	0	0	0	0	0	NA	lncRNA
48021	ENSG00000265134	0	0	0	0	0	0	MIR3190	miRNA
48022	ENSG00000265135	0	0	0	0	0	0	MIR5687	miRNA
48023	ENSG00000265136	0	5	2	6	0	6	NA	processed_pseudogene
48024	ENSG00000265137	0	0	0	2	0	0	MIR3192	miRNA
48025	ENSG00000265139	0	0	0	0	0	0	NA	lncRNA
48026	ENSG00000265140	0	0	0	0	0	0	MIR4301	miRNA
48027	ENSG00000265141	0	0	0	0	0	0	RN7SL451P	misc_RNA
48028	ENSG00000265142	0	0	0	4	0	2	MIR133A1HG	lncRNA
48029	ENSG00000265144	0	0	0	0	0	0	MIR548AM	miRNA
48030	ENSG00000265145	1	0	0	0	0	0	SNORD53	snoRNA
48031	ENSG00000265148	17	10	18	10	8	6	TSPOAP1-AS1	lncRNA
48032	ENSG00000265154	0	0	0	0	0	0	MIR151B	miRNA
48033	ENSG00000265158	0	0	0	0	0	0	LRRC37A7P	transcribed_processed_pseudogene
48034	ENSG00000265160	0	0	0	0	0	0	MIR5003	miRNA
48035	ENSG00000265163	0	0	0	0	0	0	CDRT8	lncRNA
48036	ENSG00000265164	0	0	0	0	0	0	MIR2681	miRNA
48037	ENSG00000265165	0	0	0	0	0	0	MIR4307	miRNA
48038	ENSG00000265168	0	0	0	2	0	0	NA	lncRNA
48039	ENSG00000265170	0	0	0	0	0	0	RN7SL667P	misc_RNA
48040	ENSG00000265172	0	0	0	0	0	2	MIR4262	miRNA
48041	ENSG00000265174	0	0	0	0	0	0	NA	lncRNA
48042	ENSG00000265176	0	0	0	0	0	0	MIR3202-1	miRNA
48043	ENSG00000265178	0	2	1	1	3	1	MIR4728	miRNA
48044	ENSG00000265179	0	0	0	0	0	0	NA	lncRNA
48045	ENSG00000265180	0	0	0	0	0	0	MIR4790	miRNA
48046	ENSG00000265181	0	0	0	0	0	0	MIR4674	miRNA
48047	ENSG00000265182	0	0	0	0	0	1	SRP72P1	processed_pseudogene
48048	ENSG00000265185	3	2	1	0	0	0	SNORD3B-1	snoRNA
48049	ENSG00000265188	0	0	0	0	0	0	NA	processed_pseudogene
48050	ENSG00000265190	14	1	4	0	8	6	ANXA8	protein_coding
48051	ENSG00000265193	0	0	0	0	0	0	MIR3923	miRNA
48052	ENSG00000265194	13	7	10	12	8	9	NA	lncRNA
48053	ENSG00000265195	0	0	0	5	0	0	MIR4312	miRNA
48054	ENSG00000265201	0	0	0	0	0	0	MIR4677	miRNA
48055	ENSG00000265203	0	0	0	0	0	0	RBP3	protein_coding
48056	ENSG00000265204	0	1	0	0	0	0	NA	lncRNA
48057	ENSG00000265205	1	22	14	15	11	9	NA	lncRNA
48058	ENSG00000265206	0	0	1	0	0	0	NA	lncRNA
48059	ENSG00000265210	0	0	0	0	0	0	MIR4486	miRNA
48060	ENSG00000265213	0	0	0	0	0	0	MIR3684	miRNA
48061	ENSG00000265214	0	0	0	0	0	0	MIR4283-2	miRNA
48062	ENSG00000265215	0	0	0	0	4	0	MIR4269	miRNA
48063	ENSG00000265217	0	0	0	0	0	0	NA	lncRNA
48064	ENSG00000265218	0	2	0	0	0	0	NA	lncRNA
48065	ENSG00000265222	8	0	6	1	0	3	NA	lncRNA
48066	ENSG00000265226	0	0	0	0	0	0	MIR548AI	miRNA
48067	ENSG00000265227	0	0	0	0	0	0	MIR4699	miRNA
48068	ENSG00000265233	0	0	0	0	0	0	NA	processed_pseudogene
48069	ENSG00000265236	0	0	0	0	0	0	SNORD84	snoRNA
48070	ENSG00000265237	0	0	0	0	0	0	MIR3142	miRNA
48071	ENSG00000265240	0	0	0	0	0	0	NA	processed_pseudogene
48072	ENSG00000265241	600	724	663	265	394	648	RBM8A	protein_coding
48073	ENSG00000265243	0	0	0	0	0	0	IGLJCOR18	IG_C_pseudogene
48074	ENSG00000265246	0	0	0	0	0	0	NA	lncRNA
48075	ENSG00000265247	0	0	0	0	0	0	MIR4472-1	miRNA
48076	ENSG00000265251	0	0	0	0	0	0	MIR4288	miRNA
48077	ENSG00000265252	1	0	0	0	5	3	MIR3132	miRNA
48078	ENSG00000265253	0	0	0	0	0	0	MIR4446	miRNA
48079	ENSG00000265254	0	0	0	0	0	0	NA	lncRNA
48080	ENSG00000265257	0	0	0	0	0	0	NA	lncRNA
48081	ENSG00000265258	0	0	0	0	0	0	MIR4686	miRNA
48082	ENSG00000265260	0	0	0	0	0	0	RN7SL74P	misc_RNA
48083	ENSG00000265261	0	0	0	0	0	2	NA	processed_pseudogene
48084	ENSG00000265262	0	0	0	0	0	0	TRMT112P3	transcribed_processed_pseudogene
48085	ENSG00000265265	0	0	0	0	0	0	NA	lncRNA
48086	ENSG00000265272	1	0	0	0	3	0	RN7SL693P	misc_RNA
48087	ENSG00000265273	0	0	0	0	0	0	PGDP1	processed_pseudogene
48088	ENSG00000265279	0	0	0	0	0	0	CLUHP6	processed_pseudogene
48089	ENSG00000265281	0	0	0	0	0	0	MIR3935	miRNA
48090	ENSG00000265282	0	0	0	2	0	0	NA	lncRNA
48091	ENSG00000265284	0	0	0	0	0	0	MIR4770	miRNA
48092	ENSG00000265287	0	0	0	0	0	0	NA	lncRNA
48093	ENSG00000265289	0	0	0	0	0	2	NA	lncRNA
48094	ENSG00000265291	0	0	0	0	0	0	MIR4710	miRNA
48095	ENSG00000265293	2	2	0	2	0	0	ARGFXP2	processed_pseudogene
48096	ENSG00000265296	0	0	0	0	10	0	FEM1AP2	processed_pseudogene
48097	ENSG00000265298	206	130	120	78	117	120	NA	unprocessed_pseudogene
48098	ENSG00000265301	0	0	0	0	0	0	MIR548AD	miRNA
48099	ENSG00000265303	0	0	0	0	0	0	NA	protein_coding
48100	ENSG00000265304	0	0	0	0	0	0	MIR3650	miRNA
48101	ENSG00000265306	0	0	0	0	0	0	MIR3195	miRNA
48102	ENSG00000265313	0	0	0	0	0	0	LINC01476	lncRNA
48103	ENSG00000265315	0	0	0	0	0	0	RN7SL199P	misc_RNA
48104	ENSG00000265316	0	0	0	0	0	0	NA	lncRNA
48105	ENSG00000265319	0	0	0	0	0	0	RN7SL847P	misc_RNA
48106	ENSG00000265321	1	1	7	0	1	0	MIR4263	miRNA
48107	ENSG00000265322	0	0	0	0	0	0	MIR3118-2	miRNA
48108	ENSG00000265327	0	0	0	0	0	0	RN7SL411P	misc_RNA
48109	ENSG00000265328	0	0	0	0	0	0	MIR548AB	miRNA
48110	ENSG00000265331	0	0	0	0	0	0	MIR4524B	miRNA
48111	ENSG00000265333	0	0	0	0	0	0	MIR3137	miRNA
48112	ENSG00000265334	0	1	0	0	0	0	NA	lncRNA
48113	ENSG00000265337	0	0	0	0	1	0	NA	lncRNA
48114	ENSG00000265340	0	0	0	0	0	0	OR4K7P	unprocessed_pseudogene
48115	ENSG00000265342	0	0	0	0	0	0	NA	lncRNA
48116	ENSG00000265345	0	0	0	0	0	4	MIR5188	miRNA
48117	ENSG00000265347	0	0	0	0	0	0	MIR4291	miRNA
48118	ENSG00000265349	0	0	0	0	0	0	NA	lncRNA
48119	ENSG00000265352	0	0	0	0	0	0	LINC01899	lncRNA
48120	ENSG00000265354	1368	1160	1558	778	1136	1231	TIMM23	protein_coding
48121	ENSG00000265355	0	0	3	3	2	0	MIR3136	miRNA
48122	ENSG00000265356	0	0	0	0	0	0	NA	lncRNA
48123	ENSG00000265357	0	0	0	0	0	0	MIR4493	miRNA
48124	ENSG00000265359	0	0	0	0	0	0	NA	lncRNA
48125	ENSG00000265366	0	0	2	0	1	0	GLUD1P2	transcribed_unprocessed_pseudogene
48126	ENSG00000265368	0	0	0	0	0	0	MIR4476	miRNA
48127	ENSG00000265369	0	0	0	0	0	0	PCAT18	lncRNA
48128	ENSG00000265370	0	0	0	0	0	0	MIR4682	miRNA
48129	ENSG00000265372	0	0	0	0	0	0	MIR4675	miRNA
48130	ENSG00000265373	0	0	0	0	0	0	MIR3180-2	miRNA
48131	ENSG00000265374	0	0	0	0	0	0	LINC01908	lncRNA
48132	ENSG00000265375	0	0	0	0	0	0	MIR4679-2	miRNA
48133	ENSG00000265376	0	0	0	0	0	0	MIR466	miRNA
48134	ENSG00000265378	0	0	0	0	0	0	NA	lncRNA
48135	ENSG00000265380	0	0	0	0	0	0	NA	lncRNA
48136	ENSG00000265386	0	0	0	0	0	0	RN7SL219P	misc_RNA
48137	ENSG00000265388	0	0	0	0	0	0	RN7SL391P	misc_RNA
48138	ENSG00000265390	0	0	0	0	0	0	MIR4999	miRNA
48139	ENSG00000265392	0	0	0	0	0	0	MIR4252	miRNA
48140	ENSG00000265393	0	0	0	0	0	0	NA	lncRNA
48141	ENSG00000265394	0	0	2	0	0	0	NA	lncRNA
48142	ENSG00000265395	0	0	0	0	0	2	MIR3944	miRNA
48143	ENSG00000265396	0	0	0	0	0	0	MIR3128	miRNA
48144	ENSG00000265399	18	9	9	10	4	2	NA	lncRNA
48145	ENSG00000265400	0	0	0	0	0	0	NA	lncRNA
48146	ENSG00000265401	0	0	0	0	0	0	NA	lncRNA
48147	ENSG00000265402	0	0	0	0	0	0	RSL24D1P9	processed_pseudogene
48148	ENSG00000265407	2	1	3	3	4	1	MIR4324	miRNA
48149	ENSG00000265408	0	0	0	0	0	0	NA	lncRNA
48150	ENSG00000265411	0	0	0	0	0	0	RN7SL656P	misc_RNA
48151	ENSG00000265413	16	7	18	31	19	32	NA	lncRNA
48152	ENSG00000265415	0	0	0	0	0	0	NA	lncRNA
48153	ENSG00000265417	1	0	1	0	1	0	NA	processed_pseudogene
48154	ENSG00000265418	0	0	0	0	0	0	MIR4261	miRNA
48155	ENSG00000265420	0	0	0	0	0	0	MIR4779	miRNA
48156	ENSG00000265421	0	0	0	0	0	0	NA	miRNA
48157	ENSG00000265422	0	0	0	0	0	0	MIR4684	miRNA
